id,person,order,repeat,stage,added,completed_set,basis,scope,region,mode,mae,ssim,lpips,highpass_mae
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_right,1,0.02142701856791973,0.8914980292320251,,0.011473940685391426
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,face,whole_roi,3,0.023275043815374374,0.8579543232917786,0.03680948168039322,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,weighted_three_regions,3,0.01565888080307666,0.8439551591873169,,0.011588092674227321
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,forehead,3,0.014589644968509674,0.8263630867004395,,0.011872530914843082
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_left,3,0.01381127443164587,0.8726446032524109,,0.010659304447472095
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_right,3,0.02142701856791973,0.8914980292320251,,0.011473940685391426
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,face,whole_roi,6,0.0280572772026062,0.7925980687141418,0.04615569859743118,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,weighted_three_regions,6,0.017864522852880114,0.7957711125675001,,0.012736153953215656
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,forehead,6,0.016740936785936356,0.7705392241477966,,0.012902148999273777
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_left,6,0.015049020759761333,0.8506661057472229,,0.011152970604598522
P05-SBP-r1-s1,P05,SBP,1,1,S,S,original,skin,cheek_viewer_right,6,0.02479984052479267,0.8502143025398254,,0.013710688799619675
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,face,whole_roi,fixed,0.0215656328946352,0.889484703540802,0.03225480020046234,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,weighted_three_regions,fixed,0.013747837175341213,0.8907357611154255,,0.009470659527270234
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,forehead,fixed,0.012346627190709114,0.8854431509971619,,0.009254349395632744
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_left,fixed,0.012708332389593124,0.8960517048835754,,0.009547596797347069
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_right,fixed,0.019925111904740334,0.9083544611930847,,0.010186859406530857
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,face,whole_roi,1,0.023275043815374374,0.8579543232917786,0.03680948168039322,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,weighted_three_regions,1,0.01565888080307666,0.8439551591873169,,0.011588092674227321
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,forehead,1,0.014589644968509674,0.8263630867004395,,0.011872530914843082
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_left,1,0.01381127443164587,0.8726446032524109,,0.010659304447472095
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_right,1,0.02142701856791973,0.8914980292320251,,0.011473940685391426
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,face,whole_roi,3,0.023275043815374374,0.8579543232917786,0.03680948168039322,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,weighted_three_regions,3,0.01565888080307666,0.8439551591873169,,0.011588092674227321
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,forehead,3,0.014589644968509674,0.8263630867004395,,0.011872530914843082
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_left,3,0.01381127443164587,0.8726446032524109,,0.010659304447472095
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_right,3,0.02142701856791973,0.8914980292320251,,0.011473940685391426
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,face,whole_roi,6,0.0280572772026062,0.7925980687141418,0.04615569859743118,
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,weighted_three_regions,6,0.017864522852880114,0.7957711125675001,,0.012736153953215656
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,forehead,6,0.016740936785936356,0.7705392241477966,,0.012902148999273777
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_left,6,0.015049020759761333,0.8506661057472229,,0.011152970604598522
P05-SBP-r1-s1,P05,SBP,1,1,S,S,previous,skin,cheek_viewer_right,6,0.02479984052479267,0.8502143025398254,,0.013710688799619675
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,face,whole_roi,fixed,0.08772889524698257,0.8583013415336609,0.10533381253480911,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,weighted_three_regions,fixed,0.023270614445209503,0.8903677557644091,,0.009549956823534825
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,forehead,fixed,0.025301169604063034,0.8859612345695496,,0.009402940049767494
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_left,fixed,0.022561272606253624,0.8926048278808594,,0.010109922848641872
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_right,fixed,0.016534587368369102,0.9072256088256836,,0.009529052302241325
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,face,whole_roi,1,0.08772889524698257,0.8583013415336609,0.10533381253480911,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,weighted_three_regions,1,0.023270614445209503,0.8903677557644091,,0.009549956823534825
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,forehead,1,0.025301169604063034,0.8859612345695496,,0.009402940049767494
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_left,1,0.022561272606253624,0.8926048278808594,,0.010109922848641872
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_right,1,0.016534587368369102,0.9072256088256836,,0.009529052302241325
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,face,whole_roi,3,0.09213845431804657,0.7760676741600037,0.11353906989097595,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,weighted_three_regions,3,0.026826700195670128,0.8013248945537367,,0.01371845367419369
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,forehead,3,0.02872660383582115,0.79490727186203,,0.012936134822666645
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_left,3,0.021903593093156815,0.8380746245384216,,0.012806141749024391
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_right,3,0.02478349395096302,0.7923848628997803,,0.017499268054962158
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,face,whole_roi,6,0.10106398910284042,0.6513153910636902,0.128462553024292,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,weighted_three_regions,6,0.033277825726305735,0.7072511189862302,,0.016271216520930037
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,forehead,6,0.03330882266163826,0.7412371635437012,,0.01409370917826891
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_left,6,0.026851853355765343,0.6493193507194519,,0.01639499142765999
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,original,skin,cheek_viewer_right,6,0.03959014266729355,0.6179100275039673,,0.024131635203957558
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,face,whole_roi,fixed,0.08772889524698257,0.8583013415336609,0.10533381253480911,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,weighted_three_regions,fixed,0.023270614445209503,0.8903677557644091,,0.009549956823534825
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,forehead,fixed,0.025301169604063034,0.8859612345695496,,0.009402940049767494
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_left,fixed,0.022561272606253624,0.8926048278808594,,0.010109922848641872
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_right,fixed,0.016534587368369102,0.9072256088256836,,0.009529052302241325
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,face,whole_roi,1,0.08772889524698257,0.8583013415336609,0.10533381253480911,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,weighted_three_regions,1,0.023270614445209503,0.8903677557644091,,0.009549956823534825
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,forehead,1,0.025301169604063034,0.8859612345695496,,0.009402940049767494
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_left,1,0.022561272606253624,0.8926048278808594,,0.010109922848641872
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_right,1,0.016534587368369102,0.9072256088256836,,0.009529052302241325
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,face,whole_roi,3,0.09213845431804657,0.7760676741600037,0.11353906989097595,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,weighted_three_regions,3,0.026826700195670128,0.8013248945537367,,0.01371845367419369
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,forehead,3,0.02872660383582115,0.79490727186203,,0.012936134822666645
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_left,3,0.021903593093156815,0.8380746245384216,,0.012806141749024391
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_right,3,0.02478349395096302,0.7923848628997803,,0.017499268054962158
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,face,whole_roi,6,0.10106398910284042,0.6513153910636902,0.128462553024292,
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,weighted_three_regions,6,0.033277825726305735,0.7072511189862302,,0.016271216520930037
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,forehead,6,0.03330882266163826,0.7412371635437012,,0.01409370917826891
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_left,6,0.026851853355765343,0.6493193507194519,,0.01639499142765999
P05-batch-r1-s1,P05,batch,1,1,SBP,SBP,previous,skin,cheek_viewer_right,6,0.03959014266729355,0.6179100275039673,,0.024131635203957558
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,face,whole_roi,fixed,0.14490646123886108,0.7412480711936951,0.1434626281261444,
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,weighted_three_regions,fixed,0.05755943132609856,0.7413835999083845,,0.015304688182545871
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,forehead,fixed,0.06031331419944763,0.7118561863899231,,0.015370424836874008
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_left,fixed,0.06702538579702377,0.8188816905021667,,0.0161050483584404
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_right,fixed,0.03948759287595749,0.7706384658813477,,0.014298900961875916
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,face,whole_roi,1,0.14151297509670258,0.7812750935554504,0.13895128667354584,
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,weighted_three_regions,1,0.052758101373910904,0.793451631722385,,0.014262496153029
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,forehead,1,0.055243466049432755,0.7803630828857422,,0.0140824094414711
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_left,1,0.05700188875198364,0.8465902805328369,,0.014771051704883575
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_right,1,0.04074754938483238,0.7876331210136414,,0.014316711574792862
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,face,whole_roi,3,0.14151297509670258,0.7812750935554504,0.13895128667354584,
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,weighted_three_regions,3,0.052758101373910904,0.793451631722385,,0.014262496153029
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,forehead,3,0.055243466049432755,0.7803630828857422,,0.0140824094414711
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_left,3,0.05700188875198364,0.8465902805328369,,0.014771051704883575
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_right,3,0.04074754938483238,0.7876331210136414,,0.014316711574792862
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,face,whole_roi,6,0.14360381662845612,0.7566415667533875,0.14316965639591217,
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,weighted_three_regions,6,0.05523573443657014,0.7448376294684736,,0.015445689602596005
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,forehead,6,0.058941587805747986,0.7075391411781311,,0.015955165028572083
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_left,6,0.05696232244372368,0.8472380638122559,,0.014715062454342842
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,original,skin,cheek_viewer_right,6,0.041928354650735855,0.7772855758666992,,0.01458420604467392
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,face,whole_roi,fixed,0.14916574954986572,0.7939799427986145,0.12863780558109283,
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,weighted_three_regions,fixed,0.056365076634215146,0.8107241645251235,,0.012713857472124623
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,forehead,fixed,0.055859070271253586,0.783414900302887,,0.01303065288811922
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,cheek_viewer_left,fixed,0.07137203961610794,0.8757768273353577,,0.012998273596167564
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,cheek_viewer_right,fixed,0.042939383536577225,0.8444049954414368,,0.011439455673098564
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,face,whole_roi,1,0.1477019041776657,0.8246904015541077,0.12630651891231537,
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,weighted_three_regions,1,0.05433529679004739,0.8331187228633933,,0.012087473191502617
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,forehead,1,0.05443831905722618,0.80045485496521,,0.012999935075640678
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,cheek_viewer_left,1,0.0615847110748291,0.9134476780891418,,0.010219970718026161
P06-SBP-r1-s2,P06,SBP,1,2,B,SB,previous,skin,cheek_viewer_right,1,0.046763937920331955,0.8708822131156921,,0.011103532277047634
